"mes","id_ihfintech_loan","categoria","origen","saldo"
"agosto","8d3877ca-8c3b-4419-9ff2-57e8c037dd34","1. EN AMBOS","stock","2267.06"
"agosto","85d084d6-6172-4e5f-b5c3-99e02d71eadf","1. EN AMBOS","stock","819.88"
"agosto","88eae90e-a5f2-41da-831c-f1c1ff0ec204","1. EN AMBOS","stock","340.12"
"agosto","670afe42-01c9-4ca9-94df-abf34ea4b8df","1. EN AMBOS","stock","1322.38"
"agosto","ee6513a7-111c-4066-b8d7-4aff45a31457","1. EN AMBOS","stock","189.71"
"agosto","97392290-0d69-4b0e-9bcb-e7e64d1d611b","1. EN AMBOS","stock","1057.35"
"agosto","50e37546-bad7-476e-9378-90bb7fa62490","1. EN AMBOS","nuevos","1219.14"
"agosto","e5d17b5f-ac1f-47a9-af65-05ba6cdd10f3","1. EN AMBOS","stock","563.28"
"agosto","f7afe707-bc0d-446f-a85e-0fbff47b359f","1. EN AMBOS","stock","560.2"
"agosto","bbc9537e-e116-433c-a0e8-f32a70ce2b45","1. EN AMBOS","stock","766.64"
"agosto","511e9b12-5de2-44b9-9c34-25b6a81638c0","1. EN AMBOS","nuevos","3293.09"
"agosto","ed40a184-2b49-41fc-b7dd-ba9d10c08f0b","1. EN AMBOS","stock","1448.01"
"agosto","50a23e97-dd31-4098-b33b-f44bbff5cc21","1. EN AMBOS","stock","770.84"
"agosto","c3cd8beb-abea-4ce7-9445-d5cbc8515f7a","1. EN AMBOS","stock","4583.77"
"agosto","53a7c009-f5b8-492b-ac51-4936246a6196","1. EN AMBOS","nuevos","1615.58"
"agosto","6c25f092-8acc-435f-b659-8d7adf91800a","1. EN AMBOS","stock","1920.74"
"agosto","1f0df686-b4c6-4305-afdf-ba5d9439ed59","1. EN AMBOS","stock","338.53"
"agosto","19ddd1a1-bfcb-4e1e-b8c5-2b83b1698ffb","1. EN AMBOS","stock","372.04"
"agosto","58a58df5-4600-4397-aaf8-5023da50b714","1. EN AMBOS","nuevos","2800.45"
"agosto","0f864b1c-9b0a-4a65-b65d-3decd5d85026","1. EN AMBOS","nuevos","792.28"
"agosto","5ed6ed75-66e8-4a17-97c3-92371de5eed0","1. EN AMBOS","stock","1931.09"
"agosto","a95b14ac-2dd4-437c-bb1e-1ac20b4cc707","1. EN AMBOS","stock","285.34"
"agosto","5f962bce-f630-49d6-b5a2-bef09eed4d4a","1. EN AMBOS","nuevos","673.67"
"agosto","12557502-c54b-4972-aaf5-8ba641b4937b","1. EN AMBOS","nuevos","1114.13"
"agosto","08ea1423-92ab-4dcb-92c5-83f3ffb78161","1. EN AMBOS","stock","1197.96"
"agosto","2f1d4627-4219-4d6b-bb38-d32ad60e72fa","1. EN AMBOS","stock","1594.23"
"agosto","64d3b93f-1918-4743-bf47-ec9bdcfbbbfc","1. EN AMBOS","nuevos","1025.38"
"agosto","1b04c8b8-9198-4ab6-8e0e-2e8ea3708668","1. EN AMBOS","nuevos","1982.66"
"agosto","8ac7016e-47f0-4861-912d-a84b079c8bb9","1. EN AMBOS","stock","964.15"
"agosto","9acd9399-3c74-40c4-86e6-f3001a44a044","1. EN AMBOS","stock","2456.42"
"agosto","718058a0-4401-4ca7-aaea-c30fb3159a23","1. EN AMBOS","nuevos","1580.42"
"agosto","1da50a0d-3a4d-40fb-aad2-5c493dafe5f5","1. EN AMBOS","nuevos","2410.4"
"agosto","8c2038a8-e3b1-4d2d-9eef-4eb156f6938a","1. EN AMBOS","stock","1988.28"
"agosto","7947ceba-3f1e-4d40-b4e5-c238ce8f8f7f","1. EN AMBOS","stock","958.9"
"agosto","7976e0fd-c1af-4a71-a394-19976bb75f13","1. EN AMBOS","nuevos","759.64"
"agosto","1f47648b-80d4-4145-a897-adb7cae144a3","1. EN AMBOS","nuevos","829.64"
"agosto","5f39b475-816e-40fc-92d7-5d459c8ec54b","1. EN AMBOS","stock","10900.0"
"agosto","f8d7596b-052f-4b70-87ae-e8b9fe6c00ac","1. EN AMBOS","stock","650.68"
"agosto","79c1504f-ebe8-4d7e-8a39-644ddf5ca88e","1. EN AMBOS","nuevos","819.89"
